kind,collateral,debt,priceWad,spreadPpm,amountIn,out,newColl,newDebt,preAnchor,safeAfter
D,327000000000000000000,245250000000000000000,1000000000000000000,100,1,0,327000000000000000000,245250000000000000000,77051209043724005798,1
D,327000000000000000000,245250000000000000000,1000000000000000000,100,245250000000000001,276832632505067300,326723167367494932700,245004749999999999999,77051209043724005798,1
D,327000000000000000000,245250000000000000000,1000000000000000000,100,81750000000000000001,95143543927377564073,231856456072622435927,163499999999999999999,77051209043724005798,1
D,327000000000000000000,245250000000000000000,1000000000000000000,100,245250000000000000000,0,327000000000000000000,245250000000000000000,77051209043724005798,1
L,327000000000000000000,245250000000000000000,1000000000000000000,17500,327000000000000001,0,327000000000000000000,245250000000000000000,77051209043724005798,1
L,327000000000000000000,245250000000000000000,1000000000000000000,17500,32700000000000000001,0,327000000000000000000,245250000000000000000,77051209043724005798,1
L,327000000000000000000,245250000000000000000,1000000000000000000,17500,327000000000000000000,0,327000000000000000000,245250000000000000000,77051209043724005798,1
D,327000000000000000000,245250000000000000000,1000000000000000000,17500,1,0,327000000000000000000,245250000000000000000,77051209043724005798,1
D,327000000000000000000,245250000000000000000,1000000000000000000,17500,245250000000000001,273261134395941020,326726738865604058980,245004749999999999999,77051209043724005798,1
D,327000000000000000000,245250000000000000000,1000000000000000000,17500,81750000000000000001,93916069463267982538,233083930536732017462,163499999999999999999,77051209043724005798,1
D,327000000000000000000,245250000000000000000,1000000000000000000,17500,245250000000000000000,0,327000000000000000000,245250000000000000000,77051209043724005798,1
L,327000000000000000000,323730000000000000000,1000000000000000000,100,327000000000000001,0,327000000000000000000,323730000000000000000,1862131223831877466,1
L,327000000000000000000,323730000000000000000,1000000000000000000,100,32700000000000000001,0,327000000000000000000,323730000000000000000,1862131223831877466,1
L,327000000000000000000,323730000000000000000,1000000000000000000,100,327000000000000000000,0,327000000000000000000,323730000000000000000,1862131223831877466,1
D,327000000000000000000,323730000000000000000,1000000000000000000,100,1,0,327000000000000000000,323730000000000000000,1862131223831877466,1
D,327000000000000000000,323730000000000000000,1000000000000000000,100,323730000000000001,323743616482782360,326676256383517217640,323406269999999999999,1862131223831877466,1
D,327000000000000000000,323730000000000000000,1000000000000000000,100,107910000000000000001,107921951536720850452,219078048463279149548,215819999999999999999,1862131223831877466,1
D,327000000000000000000,323730000000000000000,1000000000000000000,100,323730000000000000000,0,327000000000000000000,323730000000000000000,1862131223831877466,1
L,327000000000000000000,323730000000000000000,1000000000000000000,17500,327000000000000001,0,327000000000000000000,323730000000000000000,1862131223831877466,1
L,327000000000000000000,323730000000000000000,1000000000000000000,17500,32700000000000000001,0,327000000000000000000,323730000000000000000,1862131223831877466,1
L,327000000000000000000,323730000000000000000,1000000000000000000,17500,327000000000000000000,0,327000000000000000000,323730000000000000000,1862131223831877466,1
D,327000000000000000000,323730000000000000000,1000000000000000000,17500,1,0,327000000000000000000,323730000000000000000,1862131223831877466,1
D,327000000000000000000,323730000000000000000,1000000000000000000,17500,323730000000000001,319566906159122102,326680433093840877898,323406269999999999999,1862131223831877466,1
D,327000000000000000000,323730000000000000000,1000000000000000000,17500,107910000000000000001,106529619128656345031,220470380871343654969,215819999999999999999,1862131223831877466,1
D,327000000000000000000,323730000000000000000,1000000000000000000,17500,323730000000000000000,0,327000000000000000000,323730000000000000000,1862131223831877466,1
L,327000000000000000000,343350000000000000000,1000000000000000000,100,327000000000000001,0,327000000000000000000,343350000000000000000,0,0
L,327000000000000000000,343350000000000000000,1000000000000000000,100,32700000000000000001,0,327000000000000000000,343350000000000000000,0,0
L,327000000000000000000,343350000000000000000,1000000000000000000,100,327000000000000000000,0,327000000000000000000,343350000000000000000,0,0
D,327000000000000000000,343350000000000000000,1000000000000000000,100,1,0,327000000000000000000,343350000000000000000,0,0
D,327000000000000000000,343350000000000000000,1000000000000000000,100,343350000000000001,0,327000000000000000000,343350000000000000000,0,0
D,327000000000000000000,343350000000000000000,1000000000000000000,100,114450000000000000001,0,327000000000000000000,343350000000000000000,0,0
D,327000000000000000000,343350000000000000000,1000000000000000000,100,343350000000000000000,0,327000000000000000000,343350000000000000000,0,0
L,327000000000000000000,343350000000000000000,1000000000000000000,17500,327000000000000001,0,327000000000000000000,343350000000000000000,0,0
L,327000000000000000000,343350000000000000000,1000000000000000000,17500,32700000000000000001,0,327000000000000000000,343350000000000000000,0,0
L,327000000000000000000,343350000000000000000,1000000000000000000,17500,327000000000000000000,0,327000000000000000000,343350000000000000000,0,0
D,327000000000000000000,343350000000000000000,1000000000000000000,17500,1,0,327000000000000000000,343350000000000000000,0,0
D,327000000000000000000,343350000000000000000,1000000000000000000,17500,343350000000000001,0,327000000000000000000,343350000000000000000,0,0
D,327000000000000000000,343350000000000000000,1000000000000000000,17500,114450000000000000001,0,327000000000000000000,343350000000000000000,0,0
D,327000000000000000000,343350000000000000000,1000000000000000000,17500,343350000000000000000,0,327000000000000000000,343350000000000000000,0,0
L,1000000000000000000000000,300000000000000000000000,1000000000000000000,100,1000000000000000000001,1160673695231846483107,1001000000000000000000001,301160673695231846483107,2022159798279421726494852,1
L,1000000000000000000000000,300000000000000000000000,1000000000000000000,100,100000000000000000000001,113330610826547933611129,1100000000000000000000001,413330610826547933611129,2022159798279421726494852,1
L,1000000000000000000000000,300000000000000000000000,1000000000000000000,100,1000000000000000000000000,953517783171473747374915,2000000000000000000000000,1253517783171473747374915,2022159798279421726494852,1
D,1000000000000000000000000,300000000000000000000000,1000000000000000000,100,1,0,1000000000000000000000000,300000000000000000000000,2022159798279421726494852,1
D,1000000000000000000000000,300000000000000000000000,1000000000000000000,100,300000000000000000001,258337624868667009428,999741662375131332990572,299699999999999999999999,2022159798279421726494852,1
D,1000000000000000000000000,300000000000000000000000,1000000000000000000,100,100000000000000000000001,84263837020917961599542,915736162979082038400458,199999999999999999999999,2022159798279421726494852,1
D,1000000000000000000000000,300000000000000000000000,1000000000000000000,100,300000000000000000000000,241665906637652330879173,758334093362347669120827,0,2022159798279421726494852,1
L,1000000000000000000000000,300000000000000000000000,1000000000000000000,17500,1000000000000000000001,1140475953160605230175,1001000000000000000000001,301140475953160605230175,2022159798279421726494852,1
L,1000000000000000000000000,300000000000000000000000,1000000000000000000,17500,100000000000000000000001,111358460983181662939228,1100000000000000000000001,411358460983181662939228,2022159798279421726494852,1
L,1000000000000000000000000,300000000000000000000000,1000000000000000000,17500,1000000000000000000000000,936924914457418698665720,2000000000000000000000000,1236924914457418698665720,2022159798279421726494852,1
D,1000000000000000000000000,300000000000000000000000,1000000000000000000,17500,1,0,1000000000000000000000000,300000000000000000000000,2022159798279421726494852,1
D,1000000000000000000000000,300000000000000000000000,1000000000000000000,17500,300000000000000000001,253842100643529689732,999746157899356470310268,299699999999999999999999,2022159798279421726494852,1
D,1000000000000000000000000,300000000000000000000000,1000000000000000000,17500,100000000000000000000001,82797499623014198691419,917202500376985801308581,199999999999999999999999,2022159798279421726494852,1
D,1000000000000000000000000,300000000000000000000000,1000000000000000000,17500,300000000000000000000000,237460499321425557644552,762539500678574442355448,0,2022159798279421726494852,1
L,1000000000000000000000000,504965124224178054000000,1000000000000000000,100,1000000000000000000001,994649129146716031659,1001000000000000000000001,505959773353324770031659,1485029547380106082497626,1
L,1000000000000000000000000,504965124224178054000000,1000000000000000000,100,100000000000000000000001,97041555446438586456450,1100000000000000000000001,602006679670616640456450,1485029547380106082497626,1
L,1000000000000000000000000,504965124224178054000000,1000000000000000000,100,1000000000000000000000000,0,1000000000000000000000000,504965124224178054000000,1485029547380106082497626,1
D,1000000000000000000000000,504965124224178054000000,1000000000000000000,100,1,0,1000000000000000000000000,504965124224178054000000,1485029547380106082497626,1
D,1000000000000000000000000,504965124224178054000000,1000000000000000000,100,504965124224178054001,507388862303334923270,999492611137696665076730,504460159099953875945999,1485029547380106082497626,1
D,1000000000000000000000000,504965124224178054000000,1000000000000000000,100,168321708074726018000001,161997344459441855423816,838002655540558144576184,336643416149452035999999,1485029547380106082497626,1
D,1000000000000000000000000,504965124224178054000000,1000000000000000000,100,504965124224178054000000,443069608340486973041483,556930391659513026958517,0,1485029547380106082497626,1
L,1000000000000000000000000,504965124224178054000000,1000000000000000000,17500,1000000000000000000001,977340503436992200325,1001000000000000000000001,505942464727615046200325,1485029547380106082497626,1
L,1000000000000000000000000,504965124224178054000000,1000000000000000000,17500,100000000000000000000001,95352863512477158909354,1100000000000000000000001,600317987736655212909354,1485029547380106082497626,1
L,1000000000000000000000000,504965124224178054000000,1000000000000000000,17500,1000000000000000000000000,0,1000000000000000000000000,504965124224178054000000,1485029547380106082497626,1
D,1000000000000000000000000,504965124224178054000000,1000000000000000000,17500,1,0,1000000000000000000000000,504965124224178054000000,1485029547380106082497626,1
D,1000000000000000000000000,504965124224178054000000,1000000000000000000,17500,504965124224178054001,500842891382529822249,999499157108617470177751,504460159099953875945999,1485029547380106082497626,1
D,1000000000000000000000000,504965124224178054000000,1000000000000000000,17500,168321708074726018000001,159907369718440955398846,840092630281559044601154,336643416149452035999999,1485029547380106082497626,1
D,1000000000000000000000000,504965124224178054000000,1000000000000000000,17500,504965124224178054000000,437353438775938236215565,562646561224061763784435,0,1485029547380106082497626,1
L,1000000000000000000000000,550000000000000000000000,1000000000000000000,100,1000000000000000000001,942482162235041033340,1001000000000000000000001,550942482162235041033340,1340811089845649212363887,1
L,1000000000000000000000000,550000000000000000000000,1000000000000000000,100,100000000000000000000001,91704455971769874407917,1100000000000000000000001,641704455971769874407917,1340811089845649212363887,1
L,1000000000000000000000000,550000000000000000000000,1000000000000000000,100,1000000000000000000000000,0,1000000000000000000000000,550000000000000000000000,1340811089845649212363887,1
D,1000000000000000000000000,550000000000000000000000,1000000000000000000,100,1,0,1000000000000000000000000,550000000000000000000000,1340811089845649212363887,1
D,1000000000000000000000000,550000000000000000000000,1000000000000000000,100,550000000000000000001,583192425521453017400,999416807574478546982600,549449999999999999999999,1340811089845649212363887,1
D,1000000000000000000000000,550000000000000000000000,1000000000000000000,100,183333333333333333333334,184575763694546017412112,815424236305453982587888,366666666666666666666666,1340811089845649212363887,1
D,1000000000000000000000000,550000000000000000000000,1000000000000000000,100,550000000000000000000000,497146121723750757209005,502853878276249242790995,0,1340811089845649212363887,1
L,1000000000000000000000000,550000000000000000000000,1000000000000000000,17500,1000000000000000000001,926081332529180733330,1001000000000000000000001,550926081332529180733330,1340811089845649212363887,1
L,1000000000000000000000000,550000000000000000000000,1000000000000000000,17500,100000000000000000000001,90108638856149516557435,1100000000000000000000001,640108638856149516557435,1340811089845649212363887,1
L,1000000000000000000000000,550000000000000000000000,1000000000000000000,17500,1000000000000000000000000,0,1000000000000000000000000,550000000000000000000000,1340811089845649212363887,1
D,1000000000000000000000000,550000000000000000000000,1000000000000000000,17500,1,0,1000000000000000000000000,550000000000000000000000,1340811089845649212363887,1
D,1000000000000000000000000,550000000000000000000000,1000000000000000000,17500,550000000000000000001,575668490838758003974,999424331509161241996026,549449999999999999999999,1340811089845649212363887,1
D,1000000000000000000000000,550000000000000000000000,1000000000000000000,17500,183333333333333333333334,182194498216338553041059,817805501783661446958941,366666666666666666666666,1340811089845649212363887,1
D,1000000000000000000000000,550000000000000000000000,1000000000000000000,17500,550000000000000000000000,490732295370879085273815,509267704629120914726185,0,1340811089845649212363887,1
L,1000000000000000000000000,620000000000000000000000,1000000000000000000,100,1000000000000000000001,808648320336585371056,1001000000000000000000001,620808648320336585371056,1051353308087331675202351,1
L,1000000000000000000000000,620000000000000000000000,1000000000000000000,100,100000000000000000000001,78089926520232803003562,1100000000000000000000001,698089926520232803003562,1051353308087331675202351,1
L,1000000000000000000000000,620000000000000000000000,1000000000000000000,100,1000000000000000000000000,0,1000000000000000000000000,620000000000000000000000,1051353308087331675202351,1
D,1000000000000000000000000,620000000000000000000000,1000000000000000000,100,1,0,1000000000000000000000000,620000000000000000000000,1051353308087331675202351,1
D,1000000000000000000000000,620000000000000000000000,1000000000000000000,100,620000000000000000001,766077944074544712148,999233922055925455287852,619379999999999999999999,1051353308087331675202351,1
D,1000000000000000000000000,620000000000000000000000,1000000000000000000,100,206666666666666666666667,234750632543947621583589,765249367456052378416411,413333333333333333333333,1051353308087331675202351,1
D,1000000000000000000000000,620000000000000000000000,1000000000000000000,100,620000000000000000000000,605681935216303896736938,394318064783696103263062,0,1051353308087331675202351,1
L,1000000000000000000000000,620000000000000000000000,1000000000000000000,17500,1000000000000000000001,794576432373932520315,1001000000000000000000001,620794576432373932520315,1051353308087331675202351,1
L,1000000000000000000000000,620000000000000000000000,1000000000000000000,17500,100000000000000000000001,76731025908719600911091,1100000000000000000000001,696731025908719600911091,1051353308087331675202351,1
L,1000000000000000000000000,620000000000000000000000,1000000000000000000,17500,1000000000000000000000000,0,1000000000000000000000000,620000000000000000000000,1051353308087331675202351,1
D,1000000000000000000000000,620000000000000000000000,1000000000000000000,17500,1,0,1000000000000000000000000,620000000000000000000000,1051353308087331675202351,1
D,1000000000000000000000000,620000000000000000000000,1000000000000000000,17500,620000000000000000001,756194550256601291019,999243805449743398708981,619379999999999999999999,1051353308087331675202351,1
D,1000000000000000000000000,620000000000000000000000,1000000000000000000,17500,206666666666666666666667,231722046525528855388541,768277953474471144611459,413333333333333333333333,1051353308087331675202351,1
D,1000000000000000000000000,620000000000000000000000,1000000000000000000,17500,620000000000000000000000,597867856844176363715729,402132143155823636284271,0,1051353308087331675202351,1
L,1000000000000000000000000,645161290322580645000000,1000000000000000000,100,1000000000000000000001,0,1000000000000000000000000,645161290322580645000000,796834635217980515534285,1
L,1000000000000000000000000,645161290322580645000000,1000000000000000000,100,100000000000000000000001,0,1000000000000000000000000,645161290322580645000000,796834635217980515534285,1
L,1000000000000000000000000,645161290322580645000000,1000000000000000000,100,1000000000000000000000000,0,1000000000000000000000000,645161290322580645000000,796834635217980515534285,1
D,1000000000000000000000000,645161290322580645000000,1000000000000000000,100,1,0,1000000000000000000000000,645161290322580645000000,796834635217980515534285,1
D,1000000000000000000000000,645161290322580645000000,1000000000000000000,100,645161290322580645001,0,1000000000000000000000000,645161290322580645000000,796834635217980515534285,1
D,1000000000000000000000000,645161290322580645000000,1000000000000000000,100,215053763440860215000001,0,1000000000000000000000000,645161290322580645000000,796834635217980515534285,1
D,1000000000000000000000000,645161290322580645000000,1000000000000000000,100,645161290322580645000000,0,1000000000000000000000000,645161290322580645000000,796834635217980515534285,1
L,1000000000000000000000000,645161290322580645000000,1000000000000000000,17500,1000000000000000000001,0,1000000000000000000000000,645161290322580645000000,796834635217980515534285,1
L,1000000000000000000000000,645161290322580645000000,1000000000000000000,17500,100000000000000000000001,0,1000000000000000000000000,645161290322580645000000,796834635217980515534285,1
L,1000000000000000000000000,645161290322580645000000,1000000000000000000,17500,1000000000000000000000000,0,1000000000000000000000000,645161290322580645000000,796834635217980515534285,1
D,1000000000000000000000000,645161290322580645000000,1000000000000000000,17500,1,0,1000000000000000000000000,645161290322580645000000,796834635217980515534285,1
D,1000000000000000000000000,645161290322580645000000,1000000000000000000,17500,645161290322580645001,0,1000000000000000000000000,645161290322580645000000,796834635217980515534285,1
D,1000000000000000000000000,645161290322580645000000,1000000000000000000,17500,215053763440860215000001,0,1000000000000000000000000,645161290322580645000000,796834635217980515534285,1
D,1000000000000000000000000,645161290322580645000000,1000000000000000000,17500,645161290322580645000000,0,1000000000000000000000000,645161290322580645000000,796834635217980515534285,1
L,1000000000000000000000000,660000000000000000000000,1000000000000000000,100,1000000000000000000001,0,1000000000000000000000000,660000000000000000000000,526267035123236338210282,1
L,1000000000000000000000000,660000000000000000000000,1000000000000000000,100,100000000000000000000001,0,1000000000000000000000000,660000000000000000000000,526267035123236338210282,1
L,1000000000000000000000000,660000000000000000000000,1000000000000000000,100,1000000000000000000000000,0,1000000000000000000000000,660000000000000000000000,526267035123236338210282,1
D,1000000000000000000000000,660000000000000000000000,1000000000000000000,100,1,0,1000000000000000000000000,660000000000000000000000,526267035123236338210282,1
D,1000000000000000000000000,660000000000000000000000,1000000000000000000,100,660000000000000000001,904726181335725523089,999095273818664274476911,659339999999999999999999,526267035123236338210282,1
D,1000000000000000000000000,660000000000000000000000,1000000000000000000,100,220000000000000000000001,318064019904004749635603,681935980095995250364397,439999999999999999999999,526267035123236338210282,1
D,1000000000000000000000000,660000000000000000000000,1000000000000000000,100,660000000000000000000000,0,1000000000000000000000000,660000000000000000000000,526267035123236338210282,1
L,1000000000000000000000000,660000000000000000000000,1000000000000000000,17500,1000000000000000000001,0,1000000000000000000000000,660000000000000000000000,526267035123236338210282,1
L,1000000000000000000000000,660000000000000000000000,1000000000000000000,17500,100000000000000000000001,0,1000000000000000000000000,660000000000000000000000,526267035123236338210282,1
L,1000000000000000000000000,660000000000000000000000,1000000000000000000,17500,1000000000000000000000000,0,1000000000000000000000000,660000000000000000000000,526267035123236338210282,1
D,1000000000000000000000000,660000000000000000000000,1000000000000000000,17500,1,0,1000000000000000000000000,660000000000000000000000,526267035123236338210282,1
D,1000000000000000000000000,660000000000000000000000,1000000000000000000,17500,660000000000000000001,893054046382999391228,999106945953617000608772,659339999999999999999999,526267035123236338210282,1
D,1000000000000000000000000,660000000000000000000000,1000000000000000000,17500,220000000000000000000001,313960583703623050195360,686039416296376949804640,439999999999999999999999,526267035123236338210282,1
D,1000000000000000000000000,660000000000000000000000,1000000000000000000,17500,660000000000000000000000,0,1000000000000000000000000,660000000000000000000000,526267035123236338210282,1
L,1000000000000000000000000,750000000000000000000000,1000000000000000000,100,1000000000000000000001,0,1000000000000000000000000,750000000000000000000000,235630608696403687460314,1
L,1000000000000000000000000,750000000000000000000000,1000000000000000000,100,100000000000000000000001,0,1000000000000000000000000,750000000000000000000000,235630608696403687460314,1
L,1000000000000000000000000,750000000000000000000000,1000000000000000000,100,1000000000000000000000000,0,1000000000000000000000000,750000000000000000000000,235630608696403687460314,1
D,1000000000000000000000000,750000000000000000000000,1000000000000000000,100,1,0,1000000000000000000000000,750000000000000000000000,235630608696403687460314,1
D,1000000000000000000000000,750000000000000000000000,1000000000000000000,100,750000000000000000001,846582974021612536546,999153417025978387463454,749249999999999999999999,235630608696403687460314,1
D,1000000000000000000000000,750000000000000000000000,1000000000000000000,100,250000000000000000000001,290958849930818238754536,709041150069181761245464,499999999999999999999999,235630608696403687460314,1
D,1000000000000000000000000,750000000000000000000000,1000000000000000000,100,750000000000000000000000,0,1000000000000000000000000,750000000000000000000000,235630608696403687460314,1
L,1000000000000000000000000,750000000000000000000000,1000000000000000000,17500,1000000000000000000001,0,1000000000000000000000000,750000000000000000000000,235630608696403687460314,1
L,1000000000000000000000000,750000000000000000000000,1000000000000000000,17500,100000000000000000000001,0,1000000000000000000000000,750000000000000000000000,235630608696403687460314,1
L,1000000000000000000000000,750000000000000000000000,1000000000000000000,17500,1000000000000000000000000,0,1000000000000000000000000,750000000000000000000000,235630608696403687460314,1
D,1000000000000000000000000,750000000000000000000000,1000000000000000000,17500,1,0,1000000000000000000000000,750000000000000000000000,235630608696403687460314,1
D,1000000000000000000000000,750000000000000000000000,1000000000000000000,17500,750000000000000000001,835660961455477121283,999164339038544522878717,749249999999999999999999,235630608696403687460314,1
D,1000000000000000000000000,750000000000000000000000,1000000000000000000,17500,250000000000000000000001,287205105392256827333460,712794894607743172666540,499999999999999999999999,235630608696403687460314,1
D,1000000000000000000000000,750000000000000000000000,1000000000000000000,17500,750000000000000000000000,0,1000000000000000000000000,750000000000000000000000,235630608696403687460314,1
L,1000000000000000000000000,990000000000000000000000,1000000000000000000,100,1000000000000000000001,0,1000000000000000000000000,990000000000000000000000,5694590898568432621769,1
L,1000000000000000000000000,990000000000000000000000,1000000000000000000,100,100000000000000000000001,0,1000000000000000000000000,990000000000000000000000,5694590898568432621769,1
L,1000000000000000000000000,990000000000000000000000,1000000000000000000,100,1000000000000000000000000,0,1000000000000000000000000,990000000000000000000000,5694590898568432621769,1
D,1000000000000000000000000,990000000000000000000000,1000000000000000000,100,1,0,1000000000000000000000000,990000000000000000000000,5694590898568432621769,1
D,1000000000000000000000000,990000000000000000000000,1000000000000000000,100,990000000000000000001,990041640620129125312,999009958359379870874688,989009999999999999999999,5694590898568432621769,1
D,1000000000000000000000000,990000000000000000000000,1000000000000000000,100,330000000000000000000001,330036549041959787036163,669963450958040212963837,659999999999999999999999,5694590898568432621769,1
D,1000000000000000000000000,990000000000000000000000,1000000000000000000,100,990000000000000000000000,0,1000000000000000000000000,990000000000000000000000,5694590898568432621769,1
L,1000000000000000000000000,990000000000000000000000,1000000000000000000,17500,1000000000000000000001,0,1000000000000000000000000,990000000000000000000000,5694590898568432621769,1
L,1000000000000000000000000,990000000000000000000000,1000000000000000000,17500,100000000000000000000001,0,1000000000000000000000000,990000000000000000000000,5694590898568432621769,1
L,1000000000000000000000000,990000000000000000000000,1000000000000000000,17500,1000000000000000000000000,0,1000000000000000000000000,990000000000000000000000,5694590898568432621769,1
D,1000000000000000000000000,990000000000000000000000,1000000000000000000,17500,1,0,1000000000000000000000000,990000000000000000000000,5694590898568432621769,1
D,1000000000000000000000000,990000000000000000000000,1000000000000000000,17500,990000000000000000001,977268826174684915174,999022731173825315084826,989009999999999999999999,5694590898568432621769,1
D,1000000000000000000000000,990000000000000000000000,1000000000000000000,17500,330000000000000000000001,325778651769591268931586,674221348230408731068414,659999999999999999999999,5694590898568432621769,1
D,1000000000000000000000000,990000000000000000000000,1000000000000000000,17500,990000000000000000000000,0,1000000000000000000000000,990000000000000000000000,5694590898568432621769,1
L,1000000000000000000000000,1050000000000000000000000,1000000000000000000,100,1000000000000000000001,0,1000000000000000000000000,1050000000000000000000000,0,0
L,1000000000000000000000000,1050000000000000000000000,1000000000000000000,100,100000000000000000000001,0,1000000000000000000000000,1050000000000000000000000,0,0
L,1000000000000000000000000,1050000000000000000000000,1000000000000000000,100,1000000000000000000000000,0,1000000000000000000000000,1050000000000000000000000,0,0
D,1000000000000000000000000,1050000000000000000000000,1000000000000000000,100,1,0,1000000000000000000000000,1050000000000000000000000,0,0
D,1000000000000000000000000,1050000000000000000000000,1000000000000000000,100,1050000000000000000001,0,1000000000000000000000000,1050000000000000000000000,0,0
D,1000000000000000000000000,1050000000000000000000000,1000000000000000000,100,350000000000000000000001,0,1000000000000000000000000,1050000000000000000000000,0,0
D,1000000000000000000000000,1050000000000000000000000,1000000000000000000,100,1050000000000000000000000,0,1000000000000000000000000,1050000000000000000000000,0,0
L,1000000000000000000000000,1050000000000000000000000,1000000000000000000,17500,1000000000000000000001,0,1000000000000000000000000,1050000000000000000000000,0,0
L,1000000000000000000000000,1050000000000000000000000,1000000000000000000,17500,100000000000000000000001,0,1000000000000000000000000,1050000000000000000000000,0,0
L,1000000000000000000000000,1050000000000000000000000,1000000000000000000,17500,1000000000000000000000000,0,1000000000000000000000000,1050000000000000000000000,0,0
D,1000000000000000000000000,1050000000000000000000000,1000000000000000000,17500,1,0,1000000000000000000000000,1050000000000000000000000,0,0
D,1000000000000000000000000,1050000000000000000000000,1000000000000000000,17500,1050000000000000000001,0,1000000000000000000000000,1050000000000000000000000,0,0
D,1000000000000000000000000,1050000000000000000000000,1000000000000000000,17500,350000000000000000000001,0,1000000000000000000000000,1050000000000000000000000,0,0
D,1000000000000000000000000,1050000000000000000000000,1000000000000000000,17500,1050000000000000000000000,0,1000000000000000000000000,1050000000000000000000000,0,0
L,1978566111258,30000000000000000000,50541652073680203181301516,100,1978566112,116067369566668910,1980544677370,30116067369566668910,202215979827877472087,1
L,1978566111258,30000000000000000000,50541652073680203181301516,100,197856611126,11333061082662824986,2176422722384,41333061082662824986,202215979827877472087,1
L,1978566111258,30000000000000000000,50541652073680203181301516,100,1978566111258,95351778317120270708,3957132222516,125351778317120270708,202215979827877472087,1
D,1978566111258,30000000000000000000,50541652073680203181301516,100,1,0,1978566111258,30000000000000000000,202215979827877472087,1
D,1978566111258,30000000000000000000,50541652073680203181301516,100,30000000000000001,511138069,1978054973189,29969999999999999999,202215979827877472087,1
D,1978566111258,30000000000000000000,50541652073680203181301516,100,10000000000000000001,166721572333,1811844538925,19999999999999999999,202215979827877472087,1
D,1978566111258,30000000000000000000,50541652073680203181301516,100,30000000000000000000,478151973119,1500414138139,0,202215979827877472087,1
L,1978566111258,30000000000000000000,50541652073680203181301516,17500,1978566112,114047595358788083,1980544677370,30114047595358788083,202215979827877472087,1
L,1978566111258,30000000000000000000,50541652073680203181301516,17500,197856611126,11135846098326058154,2176422722384,41135846098326058154,202215979827877472087,1
L,1978566111258,30000000000000000000,50541652073680203181301516,17500,1978566111258,93692491445715237494,3957132222516,123692491445715237494,202215979827877472087,1
D,1978566111258,30000000000000000000,50541652073680203181301516,17500,1,0,1978566111258,30000000000000000000,202215979827877472087,1
D,1978566111258,30000000000000000000,50541652073680203181301516,17500,30000000000000001,502243377,1978063867881,29969999999999999999,202215979827877472087,1
D,1978566111258,30000000000000000000,50541652073680203181301516,17500,10000000000000000001,163820326850,1814745784408,19999999999999999999,202215979827877472087,1
D,1978566111258,30000000000000000000,50541652073680203181301516,17500,30000000000000000000,469831296719,1508734814539,0,202215979827877472087,1
L,1978566111258,50496512422417805400,50541652073680203181301516,100,1978566112,99464912951927841,1980544677370,50595977335369733241,148502954737939058338,1
L,1978566111258,50496512422417805400,50541652073680203181301516,100,197856611126,9704155544649875245,2176422722384,60200667967067680645,148502954737939058338,1
L,1978566111258,50496512422417805400,50541652073680203181301516,100,1978566111258,0,1978566111258,50496512422417805400,148502954737939058338,1
D,1978566111258,50496512422417805400,50541652073680203181301516,100,1,0,1978566111258,50496512422417805400,148502954737939058338,1
D,1978566111258,50496512422417805400,50541652073680203181301516,100,50496512422417806,1003902407,1977562208851,50446015909995387594,148502954737939058338,1
D,1978566111258,50496512422417805400,50541652073680203181301516,100,16832170807472601801,320522455860,1658043655398,33664341614945203599,148502954737939058338,1
D,1978566111258,50496512422417805400,50541652073680203181301516,100,50496512422417805400,876642511990,1101923599268,0,148502954737939058338,1
L,1978566111258,50496512422417805400,50541652073680203181301516,17500,1978566112,97734050380307135,1980544677370,50594246472798112535,148502954737939058338,1
L,1978566111258,50496512422417805400,50541652073680203181301516,17500,197856611126,9535286351253627791,2176422722384,60031798773671433191,148502954737939058338,1
L,1978566111258,50496512422417805400,50541652073680203181301516,17500,1978566111258,0,1978566111258,50496512422417805400,148502954737939058338,1
D,1978566111258,50496512422417805400,50541652073680203181301516,17500,1,0,1978566111258,50496512422417805400,148502954737939058338,1
D,1978566111258,50496512422417805400,50541652073680203181301516,17500,50496512422417806,990950771,1977575160487,50446015909995387594,148502954737939058338,1
D,1978566111258,50496512422417805400,50541652073680203181301516,17500,16832170807472601801,316387302664,1662178808594,33664341614945203599,148502954737939058338,1
D,1978566111258,50496512422417805400,50541652073680203181301516,17500,50496512422417805400,865332692603,1113233418655,0,148502954737939058338,1
L,1978566111258,55000000000000000000,50541652073680203181301516,100,1978566112,94248216258799476,1980544677370,55094248216258799476,134081108984488561238,1
L,1978566111258,55000000000000000000,50541652073680203181301516,100,197856611126,9170445597182049758,2176422722384,64170445597182049758,134081108984488561238,1
L,1978566111258,55000000000000000000,50541652073680203181301516,100,1978566111258,0,1978566111258,55000000000000000000,134081108984488561238,1
D,1978566111258,55000000000000000000,50541652073680203181301516,100,1,0,1978566111258,55000000000000000000,134081108984488561238,1
D,1978566111258,55000000000000000000,50541652073680203181301516,100,55000000000000001,1153884768,1977412226490,54944999999999999999,134081108984488561238,1
D,1978566111258,55000000000000000000,50541652073680203181301516,100,18333333333333333334,365195351005,1613370760253,36666666666666666666,134081108984488561238,1
D,1978566111258,55000000000000000000,50541652073680203181301516,100,55000000000000000000,983636468785,994929642473,0,134081108984488561238,1
L,1978566111258,55000000000000000000,50541652073680203181301516,17500,1978566112,92608133287599245,1980544677370,55092608133287599245,134081108984488561238,1
