kind,aWad,xLo,xHi,yHi,anchor,kappa,x,stableIn,amountIn,gross,xAfter,unspent
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,38829232852740899,1,7,0,38829232852740899,7
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,38829232852740899,1,11,0,38829232852740899,11
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,38829232852740899,0,1,0,38829232852740899,1
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,38829232852740899,0,33560417010184,131800838623900616884987147733,39890506422191250,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,38829232852740899,0,11186805670060588,14740671381059031040190845480279,392587089441600489,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,38829232852740899,0,67120834020363501,32934913772271495609143874629083,1100102802625066968,33560417010181755
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,190439742820216051,1,1,0,190439742820216051,1
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,190439742820216051,1,7954102654139905509892922099,6975452580371,190219159641571338,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,190439742820216051,1,2651367551379968503297640698733,2170933341173544,121788802755138076,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,190439742820216051,1,15908205308279811019785844192367,4794345287168820,38829232852740900,7954102654139905509892922096188
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,190439742820216051,0,1,0,190439742820216051,1
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,190439742820216051,0,28766071723015,32776932542806927963899721027,191349405857157225,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,190439742820216051,0,9588690574337648,10016150839894805857237202904361,493660762744489192,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,190439742820216051,0,57532143446025861,24980811118131590099250952532905,1100102802625066968,28766071723012936
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,1,1,0,500000000000000000,1
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,1,18170828358354275145830728777,18169920474198,499425416663974062,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,1,6056942786118091715276909591578,5943058316271060,312063994533781227,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,1,36341656716708550291661457549441,14583500144724910,38829232852740900,18170828358354275145830728774726
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,0,1,0,500000000000000000,1
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,0,18976916865459,18975925780805929069798164168,500600102775256918,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,0,6325638955152285,6199883190428762542604951414912,700034267536873521,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,0,37953833730913681,14764085413917220463313145854368,1100102802625066968,18976916865456845
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,982183517094808516,1,1,0,982183517094808516,1
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,982183517094808516,1,31653431381677032676656358924,60205101821260,980279664609633169,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,982183517094808516,1,10551143793892344225552119640416,12291914463712405,593479052001825257,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,982183517094808516,1,63306862763354065353312717842465,29831481786828218,38829232852740900,31653431381677032676656358921237
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,982183517094808516,0,1,0,982183517094808516,1
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,982183517094808516,0,3728935223356,1947875709457188521903774810,982301436373275715,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,982183517094808516,0,1242978407784516,568027477703156152564833971569,1021489945580086310,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,982183517094808516,0,7457870446707065,1281482390594462932487515707856,1100102802625066968,3728935223353537
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,1100102802625066968,1,1,0,1100102802625066968,1
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,1100102802625066968,1,32934913772271495609143874632,161052824749806,1095009865126933704,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,1100102802625066968,1,10978304590757165203047958209701,15149061699530916,621047408775676570,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,1100102802625066968,1,65869827544542991218287749258177,33560417010181745,38829232852740900,32934913772271495609143874629093
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,1100102802625066968,0,1,0,1100102802625066968,1
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,1100102802625066968,0,3,0,1100102802625066968,3
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,1100102802625066968,0,7,0,1100102802625066968,7
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,2505414483750479311864138015696063230,1000000000000000000000000,1100102802625066968,0,11,0,1100102802625066968,11
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,38829232852740899,1,1,0,38829232852740899,1
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,38829232852740899,1,3,0,38829232852740899,3
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,38829232852740899,1,7,0,38829232852740899,7
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,38829232852740899,1,11,0,38829232852740899,11
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,38829232852740899,0,1,0,38829232852740899,1
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,38829232852740899,0,335604170101817455,131800838663,39890506422513225,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,38829232852740899,0,111868056700605817357,14740671381120,392587089443516252,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,38829232852740899,0,671208340203634904115,32934913772271,1100102802625066968,335604170101817448900
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,190439742820216051,1,1,8768995,190439742820188315,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,190439742820216051,1,7954102657,69754525828786577,190219159641492033,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,190439742820216051,1,2651367551387,21709333411787678676,121788802754972882,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,190439742820216051,1,15908205308291,47943452871688206984,38829232852740900,7954102654151
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,190439742820216051,0,1,0,190439742820216051,1
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,190439742820216051,0,287660717230129248,32776933366,191349405880020901,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,190439742820216051,0,95886905743376415029,10016150840232,493660762755166354,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,190439742820216051,0,575321434460258490147,24980811118131,1100102802625066968,287660717230129241916
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,500000000000000000,1,1,9999121,499999999999968378,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,500000000000000000,1,18170828361,181699204768437572,499425416663890405,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,500000000000000000,1,6056942786125,59430583162776736722,312063994533572095,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,500000000000000000,1,36341656716719,145835001447249100787,38829232852740900,18170828358364
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,500000000000000000,0,1,0,500000000000000000,1
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,500000000000000000,0,189769168654568354,18975926646,500600102802625066,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,500000000000000000,0,63256389551522783762,6199883190574,700034267541688986,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,500000000000000000,0,379538337309136702541,14764085413917,1100102802625066968,189769168654568348113
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,982183517094808516,1,1,19134942,982183517094748002,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,982183517094808516,1,31653431384,602051018256520539,980279664609494292,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,982183517094808516,1,10551143793899,122919144637191772254,593479052001611118,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,982183517094808516,1,63306862763365,298314817868282179953,38829232852740900,31653431381687
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,982183517094808516,0,1,0,982183517094808516,1
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,982183517094808516,0,37289352233535275,1947875826,982301436380338774,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,982183517094808516,0,12429784077845090706,568027478011,1021489945604894666,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,982183517094808516,0,74578704467070544209,1281482390594,1100102802625066968,37289352233535268947
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,1100102802625066968,1,1,49998772,1100102802624908854,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,1100102802625066968,1,32934913775,1610528247628571720,1095009865126521002,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,1100102802625066968,1,10978304590764,151490616995379128443,621047408775455331,0
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,1100102802625066968,1,65869827544553,335604170101817452052,38829232852740900,32934913772281
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,1100102802625066968,0,1,0,1100102802625066968,1
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,1100102802625066968,0,3,0,1100102802625066968,3
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,1100102802625066968,0,7,0,1100102802625066968,7
S,22000000000000000000,38829232852740899,1100102802625066968,33118625227517538,25054144837504793118641380,100000000000000000,1100102802625066968,0,11,0,1100102802625066968,11
Y,6000000000000000000,,,,,,1000000000000000,,,5045092285523022434,,
Y,6000000000000000000,,,,,,250750000000000000,,,773350582159506765,,
Y,6000000000000000000,,,,,,500500000000000000,,,499500071418421260,,
Y,6000000000000000000,,,,,,750250000000000000,,,269466617283392636,,
Y,6000000000000000000,,,,,,1000000000000000000,,,108564636477666220,,
Y,6000000000000000000,,,,,,1249750000000000000,,,44185947572452781,,
Y,6000000000000000000,,,,,,1499500000000000000,,,22935355234503997,,
Y,6000000000000000000,,,,,,1749250000000000000,,,14067041702544534,,
Y,6000000000000000000,,,,,,1999000000000000000,,,9544908222204279,,
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,181536548633553229,1,1,0,181536548633553229,1
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,181536548633553229,1,3,0,181536548633553229,3
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,181536548633553229,1,7,0,181536548633553229,7
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,181536548633553229,1,11,0,181536548633553229,11
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,181536548633553229,0,1,2,181536548633553230,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,181536548633553229,0,558370121181883,836705463863408,182094918754735112,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,181536548633553229,0,186123373727293587,229585695705972525,367659922360846816,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,181536548633553229,0,1116740242363761491,589398613737071913,739906669815433969,558370121181880751
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,261303708802393334,1,1,1,261303708802393333,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,261303708802393334,1,107194020548742,87039486373324,261216669316020010,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,261303708802393334,1,35731340182913332,28282001588437514,233021707213955820,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,261303708802393334,1,214388041097479961,79767160168840104,181536548633553230,107194020548739986
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,261303708802393334,0,1,1,261303708802393335,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,261303708802393334,0,478602961013043,589150614952594,261782311763406377,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,261303708802393334,0,159534320337680218,179206413600463037,420838029140073552,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,261303708802393334,0,957205922026081281,482204593188331938,739906669815433969,478602961013040646
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,500000000000000000,1,1,1,499999999999999999,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,500000000000000000,1,367430209706970,367391640895196,499632608359104804,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,500000000000000000,1,122476736568989213,118159680080641074,381840319919358926,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,500000000000000000,1,734860419413935247,318463451366446770,181536548633553230,367430209706967629
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,500000000000000000,0,1,1,500000000000000001,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,500000000000000000,0,239906669815436,239890226593974,500239906669815436,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,500000000000000000,0,79968889938477996,78149996844884420,579968889938477996,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,500000000000000000,0,479813339630867949,221968404030104295,739906669815433969,239906669815433980
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,677865545239669443,1,1,1,677865545239669442,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,677865545239669443,1,535920669892669,603125125611418,677262420114058025,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,677865545239669443,1,178640223297555645,187985950998134675,489879594241534768,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,677865545239669443,1,1071841339785333839,496328996606116213,181536548633553230,535920669892666925
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,677865545239669443,0,1,1,677865545239669444,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,677865545239669443,0,62041124575767,55111919569998,677927586364245210,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,677865545239669443,0,20680374858588182,18199266658125075,698545920098257625,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,677865545239669443,0,124082249151529063,53477943844404999,739906669815433969,62041124575764537
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,739906669815433969,1,1,1,739906669815433968,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,739906669815433969,1,589398613737074,706977684715209,739199692130718760,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,739906669815433969,1,196466204579023978,214216925111220618,525689744704213351,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,739906669815433969,1,1178797227474143837,558370121181880739,181536548633553230,589398613737071924
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,739906669815433969,0,1,0,739906669815433969,1
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,739906669815433969,0,3,0,739906669815433969,3
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,739906669815433969,0,7,0,739906669815433969,7
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,79228162514264337593543950336,1000000000000000000,739906669815433969,0,11,0,739906669815433969,11
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,181536548633553229,1,1,0,181536548633553229,1
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,181536548633553229,1,3,0,181536548633553229,3
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,181536548633553229,1,7,0,181536548633553229,7
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,181536548633553229,1,11,0,181536548633553229,11
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,181536548633553229,0,1,0,181536548633553229,1
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,181536548633553229,0,17657213603192,26458949062209312711494298426,182094918735660575,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,181536548633553229,0,5885737867729914,7260137165456641038238264734224,367659922337765107,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,181536548633553229,0,35314427206379455,18638420691549541691554856289693,739906669815433969,17657213603189732
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,261303708802393334,1,1,0,261303708802393334,1
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,261303708802393334,1,3389772564849106216657310053,2752430233108,261216669316020012,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,261303708802393334,1,1129924188283035405552436683378,894355418079625,233021707213955826,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,261303708802393334,1,6779545129698212433314620100237,2522459086169960,181536548633553230,3389772564849106216657310050123
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,261303708802393334,0,1,0,261303708802393334,1
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,261303708802393334,0,15134754517022,18630577645201116141505270908,261782311747056774,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,261303708802393334,0,5044918172339927,5667004382519922740635144992546,420838029129324308,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,261303708802393334,0,30269509034039535,15248648126700435474897546239580,739906669815433969,15134754517019772
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,1,1,0,500000000000000000,1
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,1,11619163438273264980114864583,11617943785354,499632608359104807,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,1,3873054479424421660038288193551,3736537166516538,381840319919358933,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,1,23238326876546529960229729161277,10070698578362337,181536548633553230,11619163438273264980114864580643
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,0,1,0,500000000000000000,1
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,0,7586515024830,7585995019684506523073179319,500239906669030323,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,0,2528838341609135,2471319891066836429406577700806,579968889919215661,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,0,15173030049654781,7019257253276276711439991709060,739906669815433969,7586515024827396
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,677865545239669443,1,1,0,677865545239669443,1
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,677865545239669443,1,16947299620240531443642680345,19072491110072,677262420114058028,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,677865545239669443,1,5649099873413510481214226780903,5944637732669089,489879594241534776,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,677865545239669443,1,33894599240481062887285360685391,15695300980613086,181536548633553230,16947299620240531443642680342701
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,677865545239669443,0,1,0,677865545239669443,1
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,677865545239669443,0,1961912622579,1742791367624293292988694544,677927586344557605,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,677865545239669443,0,653970874192219,575511343676850180320315806962,698545920092179343,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,677865545239669443,0,3923825245153283,1691121071309010247912175947003,739906669815433969,1961912622576647
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,739906669815433969,1,1,0,739906669815433969,1
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,739906669815433969,1,18638420691549541691554856292,22356597386124,739199692130718764,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,739906669815433969,1,6212806897183180563851618763238,6774133967091756,525689744704213359,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,739906669815433969,1,37276841383099083383109712579397,17657213603189722,181536548633553230,18638420691549541691554856289703
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,739906669815433969,0,1,0,739906669815433969,1
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,739906669815433969,0,3,0,739906669815433969,3
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,739906669815433969,0,7,0,739906669815433969,7
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,2505414483750479311864138015696063230,1000000000000000000000000,739906669815433969,0,11,0,739906669815433969,11
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,181536548633553229,1,1,0,181536548633553229,1
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,181536548633553229,1,3,0,181536548633553229,3
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,181536548633553229,1,7,0,181536548633553229,7
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,181536548633553229,1,11,0,181536548633553229,11
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,181536548633553229,0,1,0,181536548633553229,1
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,181536548633553229,0,176572136031897227,26458949965,182094918754735109,0
